.rownames,Probability1
75051,0.147201777530898
75061,0.147201777530898
75071,0.147201777530898
75081,0.147201777530898
75091,0.147201777530898
75101,0.147201777530898
75111,0.147201777530898
75121,0.147201777530898
75131,0.147201777530898
75141,0.147201777530898
75151,0.147201777530898
75161,0.147201777530898
75171,0.147201777530898
75181,0.147201777530898
75191,0.147201777530898
75201,0.147201777530898
75211,0.147201777530898
75221,0.147201777530898
75231,0.147201777530898
75241,0.147201777530898
75251,0.147201777530898
75261,0.147201777530898
75271,0.147201777530898
75281,0.147201777530898
75291,0.147201777530898
75301,0.147201777530898
75311,0.147201777530898
75321,0.147201777530898
75331,0.147201777530898
75341,0.147201777530898
75351,0.147201777530898
75361,0.147201777530898
75371,0.147201777530898
75381,0.147201777530898
75391,0.147201777530898
75401,0.147201777530898
75411,0.147201777530898
75421,0.147201777530898
75431,0.147201777530898
75441,0.147201777530898
75451,0.147201777530898
75461,0.147201777530898
75471,0.147201777530898
75481,0.147201777530898
75491,0.147201777530898
75501,0.147201777530898
75511,0.147201777530898
75521,0.147201777530898
75531,0.147201777530898
75541,0.147201777530898
75551,0.147201777530898
75561,0.147201777530898
75571,0.147201777530898
75581,0.147201777530898
75591,0.147201777530898
75601,0.147201777530898
75611,0.147201777530898
75621,0.147201777530898
75631,0.147201777530898
75641,0.147201777530898
75651,0.147201777530898
75661,0.147201777530898
75671,0.147201777530898
75681,0.147201777530898
75691,0.147201777530898
75701,0.147201777530898
75711,0.147201777530898
75721,0.147201777530898
75731,0.147201777530898
75741,0.147201777530898
